,name,price,purchase,weigth,long,width,depth,volume
86,Ноутбук ASUS X540UB,24095.0,1.85,1.9,3.81,2.51,2.51,24.003380999999994
87,Ноутбук Acer Extensa EX2519,18000.0,1.933333333333333,2.4,3.8160000000000003,2.58,2.58,25.400822400000003
88,Ноутбук ASUS VivoBook Pro 17 N705,48400.0,1.933333333333333,2.1,4.11,,,
89,Ноутбук Acer SWIFT 3 (SF314-56G),60950.0,0.8333333333333334,1.45,3.23,2.28,2.28,16.790831999999995
90,Ноутбук Digma EVE 1401,10999.0,0.4166666666666667,1.36,3.27,2.164,2.164,15.313069920000002
92,Ноутбук ASUS VivoBook Pro N752VX,49770.0,8.3,3.17,4.15,2.8,2.8,32.536
93,Ноутбук Acer SWIFT 3 (SF314-56),38984.0,0.95,1.45,3.23,2.28,2.28,16.790831999999995
94,Ноутбук HP ProBook 450 G5,32072.0,2.4,2.1,3.76,2.641,2.641,26.225552559999997
95,Ноутбук HP 17-bs100,51280.0,5.466666666666668,1.9462745098039216,4.15,2.78,2.78,32.07286
96,Ноутбук ASUS VivoBook 15 X542UF,45305.0,2.683333333333333,2.3,3.8,2.51,2.51,23.940379999999994
97,Ноутбук HP PAVILION 14-ce2000,43885.0,0.4166666666666667,1.9462745098039216,3.2680000000000002,2.255,2.255,16.6178617
98,Ноутбук ASUS ROG Strix Scar Edition GL703GM,94390.0,1.3666666666666667,2.95,4.12,2.74,2.74,30.93131200000001
99,Ноутбук HP ProBook 5310m,57674.13351498637,2.183333333333333,1.7,3.28,2.21,2.21,16.019848
100,Ноутбук HP 15-bw000,22230.0,4.866666666666666,1.9462745098039216,3.8,2.5380000000000003,2.5380000000000003,24.477487200000006
101,Ноутбук HP PAVILION 15-cc500,47200.0,14.983333333333333,1.9462745098039216,3.78,2.521,2.521,24.02356698
102,Ноутбук ASUS ROG Strix GL702ZC,88000.0,10.9,3.0,4.15,2.8,2.8,32.536
103,Ноутбук Lenovo IdeaPad 520s 14,54690.0,6.25,1.7,3.2739999999999996,2.365,2.365,18.312218650000002
104,Ноутбук ASUS ZenBook Pro 15 UX580GE,112480.0,0.7,1.88,3.65,2.41,2.41,21.199565
105,Ноутбук DELL Inspiron 3584,24604.0,0.4166666666666667,2.2,2.58,3.8,3.8,37.2552
106,Ноутбук HP Envy 13-aq0000,65851.0,2.8833333333333333,1.9462745098039216,3.07,2.115,2.115,13.732800750000003
107,Ноутбук Irbis NB131,14059.0,0.55,1.33,3.2,2.14,2.14,14.654720000000003
108,Ноутбук MSI GL63 8RC,63001.0,5.283333333333333,2.2,3.83,2.6,2.6,25.890800000000002
109,Ноутбук ASUS R540YA,16990.0,0.016666666666666666,2.0,3.81,2.52,2.52,24.195024
110,Ноутбук HP 15-db1000,23825.0,1.35,1.9462745098039216,3.76,2.46,2.46,22.754015999999996
111,Ноутбук ASUS X570UD,50070.0,2.966666666666667,1.9,3.7460000000000004,2.56,2.56,24.549785600000007
112,Ноутбук ASUS R540NV,19289.0,10.5,2.0,3.81,2.52,2.52,24.195024
113,Ноутбук HP PAVILION 15-cr0000 x360,60765.0,0.3333333333333333,2.08,3.58,2.43,2.43,21.139542000000002
114,Ноутбук Irbis NB163,15196.0,13.733333333333333,1.4,3.2,2.11,2.11,14.246719999999998
115,Ноутбук Lenovo ThinkPad Edge E590,44685.0,0.45,2.1,3.69,2.525,2.525,23.52605625
116,Ноутбук ASUS N551JM,57674.13351498637,6.933333333333334,2.7,3.83,2.55,2.55,24.904574999999994
117,Ноутбук ASUS ZenBook UX530UQ,60520.0,0.016666666666666666,1.63,3.602,2.46,2.46,21.7978632
118,Ноутбук HP 14-bs000,32000.0,10.516666666666667,1.9462745098039216,3.4,2.4,2.4,19.584
119,Ноутбук MSI PS42 Modern 8RC,57674.13351498637,0.016666666666666666,1.19,3.22,2.22,2.22,15.869448000000004
120,Ноутбук ASUS VivoBook 15 X542UN,49390.0,8.3,2.15,3.8,2.51,2.51,23.940379999999994
121,Ноутбук ASUS Zenbook UX310UA,39890.0,2.45,1.45,3.23,2.23,2.23,16.062466999999998
122,Ноутбук ASUS ROG Zephyrus S GX531GX,191595.0,0.3666666666666665,2.1,3.6,2.68,2.68,25.856640000000006
123,Ноутбук HP ProBook 450 G6,54390.0,1.65,2.0,3.6489999999999996,2.569,2.569,24.082527888999994
124,Ноутбук Google Pixelbook,84700.0,0.05,1.1,2.895,2.21,2.21,14.139469499999999
125,Ноутбук DELL Inspiron 3580,33087.0,9.583333333333334,2.2,2.58,3.8,3.8,37.2552
126,Ноутбук MSI GS73 8RE Stealth,110993.0,14.166666666666664,2.43,4.118,2.8489999999999998,2.8489999999999998,33.424986518
127,Ноутбук ASUS VivoBook 15 X510UF,35996.0,0.016666666666666666,1.5,3.614,2.435,2.435,21.428219149999997
128,Ноутбук ASUS ROG Strix SCAR II GL704GW,151891.0,1.1166666666666667,2.9,3.998,2.735,2.735,29.90593955
129,Ноутбук ASUS ZenBook UX430UN,81590.0,0.35,1.25,3.24,2.25,2.25,16.402500000000003
130,Ноутбук ASUS E406MA,17750.0,0.016666666666666666,1.3,3.264,2.265,2.265,16.7450544
131,Ноутбук Acer ASPIRE ES1-531-C34D,17480.0,3.65,2.4,3.8160000000000003,2.58,2.58,25.400822400000003
132,Ноутбук HP 255 G7,22450.0,0.7833333333333333,1.78,3.76,2.46,2.46,22.754015999999996
133,Ноутбук DELL Vostro 3583,33368.0,0.8,1.9462745098039216,3.8,2.58,2.58,25.294320000000003
134,Ноутбук HP 15-rb000,20190.0,1.6833333333333331,1.9462745098039216,3.8,2.5380000000000003,2.5380000000000003,24.477487200000006
135,Ноутбук MSI GT75 8RF Titan,151992.0,11.333333333333336,4.56,4.28,3.14,3.14,42.199088
136,Ноутбук Acer SWIFT 3 (SF314-54),41296.0,2.283333333333333,1.9462745098039216,3.23,2.28,2.28,16.790831999999995
137,Ноутбук HP Envy 15-cn0000 x360,70990.0,0.6166666666666667,1.9462745098039216,3.59,2.46,2.46,21.725244
138,Ноутбук Microsoft Surface Book 2 13.5,95990.0,0.55,1.53,3.12,2.32,2.32,16.793087999999997
139,Ноутбук Lenovo V130 15,32169.0,6.333333333333332,1.8,3.75,2.53,2.53,24.003374999999995
140,Ноутбук HP EliteBook 745 G5,48310.0,0.3666666666666665,1.53,3.26,2.34,2.34,17.850455999999998
141,Ноутбук Lenovo V510 15,40500.0,4.416666666666667,1.9,3.8,2.62,2.62,26.08472
142,Ноутбук Lenovo ThinkPad X280,101300.0,0.6833333333333333,1.13,3.077,2.0980000000000003,2.0980000000000003,13.543735508000005
143,Ноутбук Acer Aspire TimelineX 4820TG-333G32Miks,57674.13351498637,2.7333333333333334,2.2,3.42,2.45,2.45,20.52855
144,Ноутбук Lenovo IdeaPad 320s 13,35580.0,1.3333333333333333,1.2,3.074,2.11,2.11,13.685755399999996
145,Ноутбук ASUS VivoBook S14 S410,33155.0,0.5166666666666667,1.3,3.264,2.255,2.255,16.597521599999997
146,Ноутбук ASUS ROG G53Jw,57674.13351498637,2.933333333333333,3.6,3.91,2.97,2.97,34.48971900000001
147,Ноутбук Acer ASPIRE 3 (A315-21),15750.0,3.6666666666666665,2.1,3.8160000000000003,2.59,2.59,25.5981096
148,Ноутбук Xiaomi Mi Notebook Pro 15.6 2019,57674.13351498637,1.1833333333333331,1.95,3.6069999999999998,2.436,2.436,21.404284271999995
149,Ноутбук DELL Vostro 5481,42045.0,2.45,1.55,3.2489999999999997,2.32,2.32,17.487417599999997
150,Ноутбук ASUS ZenBook Flip S UX370UA,76500.0,0.7,1.1,3.13,2.18,2.18,14.875012000000002
151,Ноутбук Lenovo IdeaPad 720s 15,86561.0,10.383333333333333,1.9,3.588,2.435,2.435,21.2740593
152,Ноутбук Lenovo G500,14355.0,0.03333333333333333,2.6,3.77,2.5,2.5,23.5625
153,Ноутбук HP OMEN 17-w200,71999.0,8.2,1.9462745098039216,4.16,2.79,2.79,32.381856
154,Ноутбук HP EliteBook x360 1030 G2,97570.0,11.666666666666664,1.28,3.1689999999999996,2.185,2.185,15.129519024999999
155,Ноутбук ASUS ZenBook 13 UX331UN,69900.0,0.7333333333333333,1.12,3.1,2.16,2.16,14.463360000000002
156,Ноутбук ASUS FX503VD,57674.13351498637,13.416666666666664,2.5,3.84,2.62,2.62,26.359296
157,Ноутбук HP 240 G6,33540.0,0.6333333333333333,1.85,3.4,2.4,2.4,19.584
158,Ноутбук MSI GS65 Stealth Thin 8RF,149173.0,0.016666666666666666,1.88,3.577,2.477,2.477,21.946787232999995
159,Ноутбук HP 15-bs000,46180.0,1.5166666666666666,1.9462745098039216,3.8,2.5380000000000003,2.5380000000000003,24.477487200000006
160,Ноутбук ASUS VivoBook Flip 14 TP401MA,32990.0,0.6666666666666666,1.5,3.2739999999999996,2.265,2.265,16.79635665
161,Ноутбук ASUS X540LJ,40900.0,13.216666666666667,1.9,3.8139999999999996,2.515,2.515,24.12440815
163,Ноутбук ASUS ZenBook Pro 15 UX550GE,94900.0,0.38333333333333336,1.86,3.65,2.51,2.51,22.995364999999993
164,Ноутбук HP ENVY 13-ag0000 x360,53990.0,0.6,1.3,3.0669999999999997,2.146,2.146,14.124504171999996
165,Ноутбук ASUS VivoBook S13 S330,36765.0,4.116666666666666,1.2,3.057,1.963,1.963,11.779749033000002
166,Ноутбук DELL PRECISION 7530,140494.0,13.4,2.6,3.7760000000000002,2.513,2.513,23.846078144
167,Ноутбук ASUS VivoBook Pro M580GD,68770.0,0.5166666666666667,1.99,3.8,2.56,2.56,24.90368
168,Ноутбук DELL XPS 15,108493.0,0.03333333333333333,2.7,3.81,2.654,2.654,26.836557959999997
169,Ноутбук Acer SPIN 3,57674.13351498637,7.783333333333332,2.15,3.81,2.515,2.515,24.099107250000003
170,Ноутбук ASUS X507UA,33990.0,0.8,1.68,3.65,2.66,2.66,25.82594
171,Ноутбук ASUS ZenBook 3 UX390UA,57674.13351498637,14.616666666666667,0.91,2.96,1.912,1.912,10.821002239999999
172,Ноутбук Razer Blade 15 Advanced (2018),57674.13351498637,0.6,2.1,3.55,2.35,2.35,19.604875
173,Ноутбук Acer SWIFT 1 (SF113-31),57674.13351498637,0.6166666666666667,1.3,3.195,2.25,2.25,16.1746875
174,Ноутбук DELL PRECISION 5530,111740.0,0.38333333333333336,1.78,3.57,2.353,2.353,19.76569413
175,Ноутбук HP Spectre 13-af000,105530.0,7.116666666666666,1.11,3.082,2.242,2.242,15.491870248
176,Ноутбук Lenovo Ideapad S530 13,39300.0,1.75,1.25,3.0839999999999996,2.11,2.11,13.730276399999996
177,Ноутбук ASUS F402WA,57674.13351498637,0.03333333333333333,1.65,3.39,2.35,2.35,18.721275000000002
178,Ноутбук ASUS VivoBook S15 S530UA,39200.0,0.016666666666666666,1.8,3.614,2.435,2.435,21.428219149999997
179,Ноутбук Acer ASPIRE 5 (A515-51G),40726.0,0.5666666666666667,2.2,3.8160000000000003,2.63,2.63,26.394890399999998
180,Ноутбук DELL LATITUDE 5490,100.0,0.6833333333333333,1.6,3.3339999999999996,2.289,2.289,17.468563014
181,Ноутбук HP 17-by1000,45686.0,0.5166666666666667,2.51,4.148,2.722,2.722,30.733710031999998
182,Ноутбук Acer Predator Helios 300 (PH317-52),84032.0,3.616666666666666,3.0,4.323,2.8989999999999996,2.8989999999999996,36.33136092299999
183,Ноутбук Acer TravelMate P2 (TMP2510-G2-MG),36010.0,2.0,2.1,3.795,2.54,2.54,24.483822
184,Ноутбук Lenovo Ideapad 330 14 Intel,17458.0,0.35,2.1,3.383,2.499,2.499,21.126838383000003
185,Ноутбук HP ProBook 430 G6,33263.0,0.6666666666666666,1.49,3.085,2.31,2.31,16.4618685
186,Ноутбук HP Stream x360 11-aa000,19990.0,8.85,1.35,3.06,2.08,2.08,13.238784000000003
187,Ноутбук MSI GF63 8RC,61900.0,1.6666666666666667,1.86,3.59,2.54,2.54,23.161243999999996
188,Ноутбук HP OMEN 17-an000,58390.0,0.43333333333333335,3.78,4.23,3.04,3.04,39.091968
189,Ноутбук ASUS VivoBook Flip 14 TP412UA,44990.0,0.4833333333333333,1.5,3.27,2.2475,2.2475,16.517607937500003
190,Ноутбук MSI GS63 7RE Stealth Pro,83000.0,6.0,1.8,3.8,2.49,2.49,23.560380000000002
191,Ноутбук ASUS ZenBook S UX391UA,59994.0,1.45,1.0,3.11,2.13,2.13,14.109758999999997
192,Ноутбук Acer SWIFT 3 (SF314-51),59184.0,0.03333333333333333,1.5,3.41,2.366,2.366,19.08902996
193,Ноутбук Prestigio SmartBook 141C,11900.0,0.6833333333333333,1.45,3.2914,2.2044,2.2044,15.994161225504001
194,Ноутбук MSI GL73 8SE,113510.0,0.5166666666666667,2.9,4.19,2.87,2.87,34.51261100000001
195,Ноутбук Prestigio Visconte Ecliptica,15220.0,0.016666666666666666,1.78,3.3,2.2786,2.2786,17.133659268
196,Ноутбук DELL Inspiron 3582,16133.0,0.7,2.17,3.8,2.58,2.58,25.294320000000003
197,Ноутбук HP 14-bw000,25490.0,3.3,1.9,3.4,2.4,2.4,19.584
198,Ноутбук Lenovo Legion Y740-17,137574.0,0.5666666666666667,2.8,4.126,3.049,3.049,38.356950526000006
199,Ноутбук ASUS ZenBook U310UA,43300.0,12.466666666666667,1.4,3.23,2.23,2.23,16.062466999999998
200,Ноутбук ASUS VivoBook S15 S530UN,57674.13351498637,0.03333333333333333,1.8,3.614,2.435,2.435,21.428219149999997
201,Ноутбук ASUS N551VW,57674.13351498637,6.266666666666668,2.7,3.83,2.55,2.55,24.904574999999994
202,Ноутбук HP PAVILION 15-cs0000,47970.0,1.5833333333333333,1.9462745098039216,3.616,2.456,2.456,21.811480576
203,Ноутбук ASUS TUF Gaming FX504GE,75399.0,0.8166666666666667,2.3,3.84,2.62,2.62,26.359296
204,Ноутбук ASUS Vivobook 17 X705MA,29480.0,1.1,2.1,4.11,2.7,2.7,29.961900000000007
205,Ноутбук Apple MacBook Air 13 with Retina display Late 2018,95600.0,13.45,1.25,3.0410000000000004,2.124,2.124,13.719094416000003
206,Ноутбук Samsung 535U4C,57674.13351498637,7.85,1.81,3.33,2.295,2.295,17.539193249999997
207,Ноутбук Lenovo Ideapad 330s 15,22590.0,11.3,1.87,3.5839999999999996,2.441,2.441,21.355195903999995
208,Ноутбук Haier HI133L,12000.0,0.016666666666666666,1.7,3.15,2.12,2.12,14.15736
209,Ноутбук DELL Inspiron 5480,49990.0,0.8333333333333334,1.48,3.2430000000000003,2.32,2.32,17.4551232
210,Ноутбук HP 15-da1000,43060.0,1.7,1.9462745098039216,3.76,2.46,2.46,22.754015999999996
211,Ноутбук Lenovo ThinkPad L380,75807.0,0.5166666666666667,1.46,3.22,2.242,2.242,16.18553608
212,Ноутбук Acer SWIFT 5 (SF514-53T),73220.0,0.5166666666666667,0.97,3.29,2.28,2.28,17.102735999999997
213,Ноутбук Acer ASPIRE 3 (A315-33),17266.0,0.7,2.1,3.8160000000000003,2.628,2.628,26.354761344000003
214,Ноутбук Xiaomi Mi Notebook 15.6 2019,57674.13351498637,0.45,2.18,3.82,2.535,2.535,24.5481795
215,Ноутбук ASUS ROG Strix GL703VD,56990.0,12.033333333333333,2.95,4.18,2.8,2.8,32.77119999999999
216,Ноутбук ASUS D540YA,14180.0,0.4833333333333333,2.0,3.81,2.52,2.52,24.195024
218,Ноутбук DELL G5 15 5590,92070.0,1.9,2.68,3.6430000000000002,2.734,2.734,27.230536108000003
219,Ноутбук MSI GL72 6QD,74940.0,9.55,2.8,4.2,2.87,2.87,34.59498
220,Ноутбук MSI PE72 8RD,65863.0,0.016666666666666666,2.7,4.199,2.878,2.878,34.779829916
221,Ноутбук ASUS VivoBook Max X541SA,15990.0,0.016666666666666666,2.0,3.8139999999999996,2.515,2.515,24.12440815
222,Ноутбук HP EliteBook 830 G5,52398.0,16.266666666666666,1.9462745098039216,3.1,2.293,2.293,16.299331900000002
223,Ноутбук ASUS ROG GL753VD,65947.0,0.7166666666666667,2.8,4.15,2.73,2.73,30.929535000000005
224,Ноутбук DELL INSPIRON 3585,32570.0,1.15,2.18,2.58,3.8,3.8,37.2552
225,Ноутбук DELL INSPIRON 3573,18766.0,1.7,2.21,3.8,2.603,2.603,25.747314200000005
226,Ноутбук HP PAVILION 17-ab300,53000.0,1.2,2.85,4.16,2.79,2.79,32.381856
228,Ноутбук ASUS ROG Strix SCAR II GL504GV,109380.0,1.95,2.4,3.61,2.62,2.62,24.780484
229,Ноутбук ASUS VivoBook 15 X505,100.0,2.4833333333333334,1.9462745098039216,3.614,2.435,2.435,21.428219149999997
230,Ноутбук Lenovo ThinkPad T480,85200.0,0.6,1.58,3.366,2.325,2.325,18.195333750000003
231,Ноутбук ASUS ZenBook Pro 14 UX480FD,76600.0,1.2166666666666666,1.6,3.23,2.25,2.25,16.351875
232,Ноутбук HP ProBook 640 G2,58348.0,4.816666666666666,1.95,3.4,2.37,2.37,19.09746
233,Ноутбук DELL Latitude 3500,29947.0,11.55,2.15,3.7866000000000004,2.552,2.552,24.661004966400004
234,Ноутбук DELL G3 15 3579,52290.0,5.633333333333334,2.53,3.8,2.58,2.58,25.294320000000003
235,Ноутбук MSI GF62 8RE,71160.0,0.6,2.2,3.83,2.6,2.6,25.890800000000002
236,Ноутбук Lenovo ThinkPad Yoga S1,57674.13351498637,3.816666666666667,1.57,3.16,2.21,2.21,15.433756
237,Ноутбук ASUS X507MA,16920.0,2.25,1.68,3.65,2.66,2.66,25.82594
238,Ноутбук ASUS X507UB,36840.0,0.5,1.68,3.65,2.66,2.66,25.82594
239,Ноутбук DELL INSPIRON 7577,72000.0,0.06666666666666668,2.65,3.89,2.747,2.747,29.353975009999996
240,Ноутбук HP ProBook 430 G4,35235.0,0.016666666666666666,1.49,3.3,2.335,2.335,17.9923425
241,Ноутбук Xiaomi Mi Gaming Laptop,57674.13351498637,4.316666666666666,2.7,3.64,2.6519999999999997,2.6519999999999997,25.600498559999995
242,Ноутбук ASUS VivoBook 15 X540,19990.0,3.333333333333333,1.9462745098039216,3.81,2.51,2.51,24.003380999999994
243,Ноутбук ASUS ROG GL503GE,80997.0,0.5833333333333334,2.6,3.84,2.62,2.62,26.359296
244,Ноутбук HP 17-by0000,21590.0,2.95,1.9462745098039216,4.148,2.722,2.722,30.733710031999998
245,Ноутбук Digma CITI E402,57674.13351498637,2.8833333333333333,1.44,3.29,2.2,2.2,15.923600000000002
246,Ноутбук ASUS ZenBook Pro UX550VD,83390.0,0.016666666666666666,1.8,3.65,2.51,2.51,22.995364999999993
247,Ноутбук HP Spectre 13-ap0000 x360,98190.0,0.5333333333333333,1.9462745098039216,3.088,2.1790000000000003,2.1790000000000003,14.661950608000003
248,Ноутбук MSI GS65 Stealth 9SG,232467.0,2.1666666666666665,1.9,3.577,2.477,2.477,21.946787232999995
249,Ноутбук Lenovo IdeaPad 320s 15,44500.0,0.016666666666666666,1.9,3.627,2.52,2.52,23.032900799999997
250,Ноутбук HP PAVILION 15-ck000,37390.0,0.016666666666666666,1.9462745098039216,3.589,2.4730000000000003,2.4730000000000003,21.949351381000003
251,Ноутбук ASUS X441BA,20300.0,7.966666666666668,1.75,3.48,2.428,2.428,20.515240319999997
252,Ноутбук MSI GL73 8RD,57050.0,2.2,2.7,4.19,2.87,2.87,34.51261100000001
253,Ноутбук MSI GE75 8SG Raider,199400.0,0.8,2.66,3.97,2.685,2.685,28.620623250000005
254,Ноутбук Razer Blade 15 Advanced (2019),57674.13351498637,14.083333333333336,2.07,3.55,2.35,2.35,19.604875
255,Ноутбук Lenovo B50 10,18190.0,0.016666666666666666,2.3,3.78,2.65,2.65,26.545049999999996
256,Ноутбук HP PAVILION 13-an0000,52390.0,1.1833333333333331,1.3,3.11,2.11,2.11,13.846030999999998
257,Ноутбук Haier ES34,33990.0,13.316666666666665,1.2,3.2,2.1,2.1,14.112000000000002
258,Ноутбук HP 620,28960.0,0.016666666666666666,1.9462745098039216,3.718,2.496,2.496,23.163199488
259,Ноутбук MSI GE75 8SF Raider,157991.0,0.6666666666666666,2.64,3.97,2.685,2.685,28.620623250000005
260,Ноутбук ASUS TUF Gaming FX505,74640.0,8.066666666666666,2.2,3.6039999999999996,2.62,2.62,24.7392976
261,Ноутбук Prestigio SmartBook 133S,57674.13351498637,0.05,1.39,3.18,2.14,2.14,14.563128000000003
262,Ноутбук HP PAVILION 15-cw1000,33755.0,0.5333333333333333,1.85,3.616,2.456,2.456,21.811480576
263,Ноутбук ASUS ROG Strix Scar Edition GL703GS,109355.0,0.8333333333333334,2.95,4.12,2.74,2.74,30.93131200000001
264,Ноутбук DELL INSPIRON 5370,43790.0,12.533333333333333,1.4,3.239,2.199,2.199,15.662511638999998
265,Ноутбук HP OMEN X 17-ap000,274870.0,14.15,1.9462745098039216,4.25,3.272,3.272,45.500431999999996
266,Ноутбук Acer Nitro 5 (AN515-51),52985.0,0.8333333333333334,2.7,3.9,2.66,2.66,27.59484
267,Ноутбук Acer Predator Helios 300 (PH315-51),84960.0,2.333333333333333,2.7,3.9,2.66,2.66,27.59484
268,Ноутбук HP 255 G3,20000.0,5.6,2.19,3.78,2.59,2.59,25.356617999999994
269,Ноутбук DELL Vostro 5568,43340.0,0.55,1.98,3.8,2.525,2.525,24.227374999999995
270,Ноутбук Lenovo ThinkPad X390,80334.0,0.5166666666666667,1.22,3.1189999999999998,2.17,2.17,14.687059099999997
271,Ноутбук ASUS Lamborghini VX7,57674.13351498637,4.35,3.82,4.02,3.09,3.09,38.38336199999999
272,Ноутбук ASUS VivoBook Max X541UV,100.0,2.0166666666666666,2.0,3.8139999999999996,2.515,2.515,24.12440815
273,Ноутбук ASUS Vivobook 17 X705MB,100.0,14.85,2.1,4.11,2.7,2.7,29.961900000000007
274,Ноутбук HP 15-da0000,29670.0,6.65,1.9462745098039216,3.76,2.46,2.46,22.754015999999996
275,Ноутбук Acer SWIFT 3 (SF314-52),46040.0,0.016666666666666666,1.8,3.38,2.34,2.34,18.507527999999997
276,Ноутбук DELL Inspiron Chromebook 7486 2-in-1,37000.0,1.6833333333333331,1.81,3.259,2.301,2.301,17.255104659
277,Ноутбук Lenovo ThinkPad L380 Yoga,49789.0,10.383333333333333,1.56,3.22,2.242,2.242,16.18553608
278,Ноутбук ASUS ZenBook UX430UA,44640.0,0.016666666666666666,1.25,3.24,2.25,2.25,16.402500000000003
279,Ноутбук Samsung 355V5C,57674.13351498637,9.15,2.5,3.725,2.43,2.43,21.995752500000002
280,Ноутбук HP EliteBook 850 G3,59000.0,5.666666666666668,1.9462745098039216,3.833,2.577,2.577,25.454680857
281,Ноутбук Lenovo IdeaPad Yoga 3 11,31000.0,6.433333333333334,1.2,2.9,1.97,1.97,11.25461
282,Ноутбук MSI GL73 8RC,63540.0,1.8833333333333333,2.7,4.19,2.87,2.87,34.51261100000001
283,Ноутбук DELL XPS 15 9570,94272.0,3.65,1.8,3.57,2.35,2.35,19.715325
284,Ноутбук ASUS AsusPro B9440UA,57674.13351498637,11.0,1.05,3.213,2.162,2.162,15.018345972
285,Ноутбук Acer ASPIRE 1 (A114-32),16400.0,13.416666666666664,1.65,3.43,2.45,2.45,20.588575000000006
286,Ноутбук Lenovo E31-70,27090.0,5.283333333333333,1.59,3.23,2.3,2.3,17.086699999999997
287,Ноутбук Lenovo Ideapad 330s 14 Intel,49990.0,1.5333333333333334,1.67,3.2310000000000003,2.3480000000000003,2.3480000000000003,17.812839024000006
288,Ноутбук HP ProBook 450 G3,27238.0,0.4833333333333333,2.07,3.78,2.6430000000000002,2.6430000000000002,26.404997220000006
289,Ноутбук ASUS VivoBook 17 X705UA,25573.0,0.016666666666666666,2.1,4.11,2.7,2.7,29.961900000000007
290,Ноутбук Lenovo E31-80,57674.13351498637,10.233333333333333,1.9462745098039216,3.23,2.3,2.3,17.086699999999997
291,Ноутбук ASUS TUF Gaming FX705GE,69090.0,0.8166666666666667,2.6,3.998,2.7939999999999996,2.7939999999999996,31.210131127999993
292,Ноутбук HP Pavilion Gaming 15-cx0000,47800.0,0.7666666666666667,1.9462745098039216,3.65,2.565,2.565,24.014171249999997
293,Ноутбук ASUS ZenBook 14 UX433FA,49705.0,6.55,1.19,3.19,1.99,1.99,12.632719
294,Ноутбук Microsoft Surface Book,99990.0,0.03333333333333333,1.52,3.123,2.3209999999999997,2.3209999999999997,16.823729042999997
296,Ноутбук Lenovo Ideapad 530s 14 AMD,37000.0,2.066666666666667,1.5,3.234,2.26,2.26,16.517978399999997
297,Ноутбук Irbis NB116,12787.0,0.6166666666666667,1.19,2.77,1.9,1.9,9.999699999999999
298,Ноутбук Packard Bell EasyNote TE11 Intel,57674.13351498637,6.45,2.4,3.81,2.53,2.53,24.387428999999994
299,Ноутбук Digma CITI E601,14990.0,15.766666666666667,1.75,3.7,2.37,2.37,20.78253
